"name","icc","icc_low","icc_up","icc_panel","icc_panel_low","icc_panel_up"
"log_ivh_diff_i10_i90",0.982056979991073,0.978624590776301,0.985178968791034,0.99908729108291,0.998909076550407,0.999248365440247
"log_ivh_diff_i25_i75",0.988272640003571,0.986013195260412,0.990323251916129,0.999407025678003,0.999291242168494,0.999511673453482
"log_ivh_auc",0.954089296771094,0.945588208087189,0.961898316373327,0.997599778786948,0.997131114250666,0.998023368479259
"log_morph_volume",0.947998702945458,0.938438808358997,0.956799225269658,0.99726481356719,0.996730744093007,0.997747517733451
"log_morph_vol_approx",0.948167537213946,0.938636777624486,0.956940716157042,0.997274153910503,0.996741908221411,0.997755209698218
"log_morph_area_mesh",0.977244839361283,0.972916013132207,0.981188892452509,0.998837103158859,0.99861003720934,0.999042330540589
"log_morph_av",0.899106408436993,0.881621532212027,0.91548240714533,0.994420534747987,0.993331094541051,0.995405195643619
"log_morph_comp_1",0.73745480310466,0.700763649205039,0.773833426923085,0.982510560146904,0.979095591487339,0.985597086674449
"log_morph_comp_2",0.678301564823484,0.637140286665781,0.719971528098042,0.976835779397157,0.972312759332112,0.980923788045868
"log_morph_sph_dispr",0.835521258086014,0.809225866617819,0.860707271236945,0.990253056085341,0.988349878609408,0.991973191275935
"log_morph_sphericity",0.757179992152197,0.722276484316572,0.791546570506213,0.984218550500965,0.981137082146667,0.987003651849608
"log_morph_asphericity",0.835521258086014,0.809225866617819,0.860707271236945,0.990253056085341,0.988349878609408,0.991973191275935
"log_morph_com",0.165137509706964,0.135935353919407,0.200579240899809,0.798226041447961,0.75882788172648,0.833834996387039
"log_morph_diam",0.993610944678855,0.992372464538409,0.99473283960362,0.999678596442086,0.99961583953926,0.999735317561567
"log_morph_pca_maj_axis",0.989431405952706,0.987392510100419,0.991281096624573,0.999466210968029,0.999361983912714,0.999560413756748
"log_morph_pca_min_axis",0.978927789650249,0.974911320064628,0.982585076822242,0.998924866821649,0.998714937507745,0.999114605721436
"log_morph_pca_least_axis",0.970163759676733,0.96453425366192,0.975305716659004,0.998464669930761,0.998164883081521,0.99873562411952
"log_morph_pca_elongation",0.995252341979408,0.994330312662478,0.996087091440736,0.999761541585918,0.999714980460031,0.999803624592976
"log_morph_pca_flatness",0.989749087076112,0.987770759105425,0.991543629133001,0.999482413910367,0.999381350623631,0.999573757212917
"log_morph_vol_dens_aabb",0.908222047758276,0.892137878458773,0.923237823856659,0.994972784194405,0.993991175602867,0.995859984417739
"log_morph_area_dens_aabb",0.775262099142003,0.742130098200134,0.807677278836726,0.985712766162472,0.982923056703688,0.988234169169954
"log_morph_vol_dens_ombb",0.881987297693743,0.861965954579124,0.900852431442472,0.993354301936907,0.992056670291925,0.994527131000507
"log_morph_area_dens_ombb",0.740173877395885,0.70372022189373,0.776282423959046,0.982751053269106,0.979383043030283,0.985795137705446
"log_morph_vol_dens_aee",0.948308782346496,0.938802406252269,0.957059079871319,0.997281965531593,0.996751245130987,0.997761642728804
"log_morph_area_dens_aee",0.786052952234373,0.754039166588134,0.817255264545934,0.986573770570006,0.983952179878442,0.988943224002973
